X_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
778788,530 Soudan Ave,Appeal - Front Yard Parking,0,30,48,30,12,25% of ballots received by voters,0,48,0,0,2016-10-13,0,48,2019-10-14,2016-09-13,16,50% + 1 of received ballots,FYPA 2016-127,484,In Favour,57,Yes
778789,86 Balmoral Ave,Appeal - Front Yard Parking,0,71,133,46,33,25% of ballots received by voters,22,130,3,3,2016-10-15,0,133,2019-10-16,2016-09-15,37,50% + 1 of received ballots,FYPA 2016-128,485,In Favour,146,Yes
778790,76 Nealon Ave,Front Yard Parking,0,41,78,38,20,25% of ballots received by voters,2,77,1,1,2016-10-14,0,78,2019-10-15,2016-09-14,22,50% + 1 of received ballots,FYP 2016-129,486,In Favour,92,Yes
778791,171 Blackthorn Ave,Appeal - Front Yard Parking,0,92,194,74,46,25% of ballots received by voters,8,182,12,10,2016-10-20,0,194,2019-10-21,2016-09-20,47,50% + 1 of received ballots,FYPA 2016-130,487,In Favour,251,Yes
778792,439 Manor Rd E,Front Yard Parking,0,26,44,26,11,25% of ballots received by voters,0,41,3,0,2016-10-15,0,44,2019-10-16,2016-09-15,14,50% + 1 of received ballots,FYP 2016-131,488,In Favour,47,Yes
778793,2 Plains Rd,Appeal - Front Yard Parking,0,7,15,6,4,25% of ballots received by voters,1,15,0,0,2016-10-19,0,15,2019-10-20,2016-09-19,5,50% + 1 of received ballots,FYPA 2016-132,489,In Favour,21,Yes
778794,487 Winnett Ave,Front Yard Parking,0,35,46,32,11,25% of ballots received by voters,1,43,3,2,2016-10-15,0,46,2019-10-16,2016-09-15,19,50% + 1 of received ballots,FYP 2016-133,490,In Favour,55,Yes
778795,162 Ossington Ave,Boulevard Cafe,0,28,127,7,30,25% of ballots received by voters,13,117,10,8,2016-10-19,0,127,2018-10-20,2016-09-19,N/A,50% + 1 of received ballots,BCP 2016-136,493,Response Rate Not Met,160,No
778796,,Traffic Calming,0,204,461,138,223,50% + 1 of ballots received by voters,48,443,18,18,2016-10-28,1,461,2018-10-29,2016-09-28,N/A,60% of received ballots,TCP 2016-137,494,Response Rate Not Met,579,No
778797,600 King St W,Boulevard Cafe,0,3,14,1,4,25% of ballots received by voters,2,14,0,0,2016-10-21,0,14,2018-10-22,2016-09-21,N/A,50% + 1 of received ballots,BCP 2016-138,495,Response Rate Not Met,23,No
778798,1032 Queen St W,Boulevard Cafe,0,30,115,2,29,25% of ballots received by voters,25,114,1,3,2016-10-26,2,115,2018-10-27,2016-09-26,16,50% + 1 of received ballots,BCP 2016-139,496,Opposed,139,Yes
778799,3076 Dundas St W,Boulevard Cafe,0,37,118,25,24,25% of ballots received by voters,11,96,22,1,2016-10-29,0,118,2018-10-30,2016-09-29,20,50% + 1 of received ballots,BCP 2016-140,497,In Favour,146,Yes
778800,3074 Dundas St W,Boulevard Cafe,0,26,114,17,26,25% of ballots received by voters,5,101,13,4,2016-11-02,0,114,2018-11-03,2016-10-03,14,50% + 1 of received ballots,BCP 2016-141,498,In Favour,142,Yes
778801,1595 Dupont St,Boulevard Cafe,0,29,66,23,16,25% of ballots received by voters,0,64,2,6,2016-11-02,0,66,2018-11-03,2016-10-03,16,50% + 1 of received ballots,BCP 2016-142,499,In Favour,81,Yes
778802,618 Yonge St,Boulevard Cafe,0,0,5,0,2,25% of ballots received by voters,0,5,0,0,2016-11-03,0,5,2018-11-04,2016-10-04,N/A,50% + 1 of received ballots,BCP 2016-143,500,Response Rate Not Met,12,No
778803,69 Clouston Ave,Appeal - Front Yard Parking,0,26,71,17,18,25% of ballots received by voters,9,71,0,0,2016-11-02,0,71,2019-11-03,2016-10-03,14,50% + 1 of received ballots,FYPA 2016-144,501,In Favour,92,Yes
778804,,Traffic Calming,0,105,225,76,113,50% + 1 of ballots received by voters,24,224,1,5,2016-11-10,0,225,2018-11-11,2016-10-11,N/A,60% of received ballots,TCP 2016-145,502,Response Rate Not Met,273,No
778805,66 Dynevor Rd,Appeal - Front Yard Parking,0,63,116,60,28,25% of ballots received by voters,0,111,5,3,2016-11-02,0,116,2019-11-03,2016-10-03,33,50% + 1 of received ballots,FYPA 2016-146,504,In Favour,150,Yes
778806,24 Roseneath Gdns,Appeal - Front Yard Parking,0,46,125,35,30,25% of ballots received by voters,6,120,5,5,2016-10-29,0,125,2019-10-30,2016-09-29,24,50% + 1 of received ballots,FYPA 2016-147,505,In Favour,146,Yes
778807,12 Geary Ave,Front Yard Parking,0,10,12,10,3,25% of ballots received by voters,0,12,0,0,2016-11-02,0,12,2019-11-03,2016-10-03,6,50% + 1 of received ballots,FYP 2016-148,506,In Favour,25,Yes
778808,12 Norway Ave,Front Yard Parking,0,26,40,22,10,25% of ballots received by voters,1,40,0,3,2016-11-03,0,40,2019-11-04,2016-10-04,14,50% + 1 of received ballots,FYP 2016-149,507,In Favour,48,Yes
778809,11 Spring Grove Ave,Appeal - Front Yard Parking,0,32,81,22,21,25% of ballots received by voters,8,81,0,2,2016-11-03,0,81,2019-11-04,2016-10-04,17,50% + 1 of received ballots,FYPA 2016-150,508,In Favour,102,Yes
778810,163 Arlington Ave,Front Yard Parking,0,50,88,48,22,25% of ballots received by voters,0,88,0,2,2016-11-05,0,88,2019-11-06,2016-10-06,26,50% + 1 of received ballots,FYP 2016-151,509,In Favour,180,Yes
778811,85 Castleton Ave,Front Yard Parking,0,28,41,27,10,25% of ballots received by voters,1,40,1,0,2016-11-04,0,41,2019-11-05,2016-10-05,15,50% + 1 of received ballots,FYP 2016-152,510,In Favour,52,Yes
778812,115 Humbercrest Blvd,Front Yard Parking,0,40,64,30,16,25% of ballots received by voters,7,64,0,3,2016-11-03,0,64,2019-11-04,2016-10-04,21,50% + 1 of received ballots,FYP 2016-153,511,In Favour,73,Yes
778813,354 Briar Hill Ave,Front Yard Parking,0,58,96,41,23,25% of ballots received by voters,1,91,5,16,2016-11-04,0,96,2019-11-05,2016-10-05,30,50% + 1 of received ballots,FYP 2016-154,512,In Favour,102,Yes
778814,175 Chambers Ave,Appeal - Front Yard Parking,0,31,112,27,27,25% of ballots received by voters,0,105,7,4,2016-11-04,0,112,2019-11-05,2016-10-05,17,50% + 1 of received ballots,FYPA 2016-155,513,In Favour,143,Yes
778815,137 Hillsdale Ave E,Appeal - Front Yard Parking,0,55,117,48,28,25% of ballots received by voters,5,110,7,2,2016-11-05,1,117,2019-11-06,2016-10-06,29,50% + 1 of received ballots,FYPA 2016-156,514,In Favour,133,Yes
778816,89 Brookside Ave,Front Yard Parking,0,71,136,65,32,25% of ballots received by voters,3,128,8,3,2016-11-05,1,136,2019-11-06,2016-10-06,37,50% + 1 of received ballots,FYP 2016-157,515,In Favour,151,Yes
778817,327 Forman Ave,Front Yard Parking,0,48,83,44,21,25% of ballots received by voters,1,81,2,3,2016-11-05,0,83,2019-11-06,2016-10-06,25,50% + 1 of received ballots,FYP 2016-158,516,In Favour,145,Yes
778818,75 Earlsdale Ave,Appeal - Front Yard Parking,0,40,84,31,19,25% of ballots received by voters,2,74,10,7,2016-11-10,0,84,2019-11-11,2016-10-11,21,50% + 1 of received ballots,FYPA 2016-159,517,In Favour,104,Yes
778819,226 Hillsdale Ave E,Appeal - Front Yard Parking,0,36,85,30,21,25% of ballots received by voters,4,82,3,2,2016-11-10,0,85,2019-11-11,2016-10-11,19,50% + 1 of received ballots,FYPA 2016-160,518,In Favour,93,Yes
778820,68 Glen Manor Dr,Appeal - Front Yard Parking,0,22,140,16,28,25% of ballots received by voters,5,110,30,1,2016-11-10,0,140,2019-11-11,2016-10-11,N/A,50% + 1 of received ballots,FYPA 2016-161,519,Response Rate Not Met,170,No
778821,,Traffic Calming,0,27,31,22,17,50% + 1 of ballots received by voters,4,31,0,1,2016-11-11,0,31,2018-11-12,2016-10-12,17,60% of received ballots,TCP 2016-162,522,In Favour,35,Yes
778822,24 Linnsmore Cres,Front Yard Parking,0,57,74,55,17,25% of ballots received by voters,0,68,6,2,2016-11-10,0,74,2019-11-11,2016-10-11,30,50% + 1 of received ballots,FYP 2016-163,523,In Favour,86,Yes
778823,350 Brookdale Ave,Front Yard Parking,0,49,106,47,27,25% of ballots received by voters,0,105,1,2,2016-11-10,0,106,2019-11-11,2016-10-11,26,50% + 1 of received ballots,FYP 2016-164,524,In Favour,128,Yes
778824,86 Robina Ave,Appeal - Front Yard Parking,0,72,153,49,36,25% of ballots received by voters,4,144,9,19,2016-11-23,0,153,2019-11-24,2016-10-24,37,50% + 1 of received ballots,FYPA 2016-165,525,In Favour,184,Yes
778825,120 Blackthorn Ave,Appeal - Front Yard Parking,0,36,106,31,26,25% of ballots received by voters,2,101,5,3,2016-11-23,0,106,2019-11-24,2016-10-24,19,50% + 1 of received ballots,FYPA 2016-166,526,In Favour,136,Yes
778826,,Traffic Calming – Island,0,26,30,15,16,50% + 1 of ballots received by voters,10,30,0,1,2016-11-11,1,30,2018-11-12,2016-10-12,16,60% of received ballots,TCIP 2016-167,527,Opposed,37,Yes
778827,11 Grimthorpe Rd,Front Yard Parking,0,15,50,13,13,25% of ballots received by voters,0,49,1,2,2016-11-16,0,50,2019-11-17,2016-10-17,9,50% + 1 of received ballots,FYP 2016-168,528,In Favour,58,Yes
778828,98 Hatherley Rd,Front Yard Parking,0,32,93,21,24,25% of ballots received by voters,1,93,0,10,2016-11-16,0,93,2019-11-17,2016-10-17,17,50% + 1 of received ballots,FYP 2016-169,529,In Favour,104,Yes
778829,908 Queen St E,Boulevard Cafe,0,10,20,4,5,25% of ballots received by voters,6,18,2,0,2016-11-24,0,20,2018-11-25,2016-10-25,6,50% + 1 of received ballots,BCP 2016-170,530,Opposed,27,Yes
778830,,Traffic Calming,0,243,569,170,267,50% + 1 of ballots received by voters,39,532,37,34,2016-10-26,36,569,2018-10-27,2016-09-26,N/A,60% of received ballots,TCP 2016-171,531,Response Rate Not Met,671,No
778831,3 Royal St,Appeal - Front Yard Parking,0,41,92,36,23,25% of ballots received by voters,3,90,2,2,2016-11-24,0,92,2019-11-25,2016-10-25,22,50% + 1 of received ballots,FYPA 2016-172,532,In Favour,102,Yes
778832,5 Somerville Ave,Appeal - Front Yard Parking,0,40,73,30,19,25% of ballots received by voters,6,73,0,4,2016-11-16,0,73,2019-11-17,2016-10-17,21,50% + 1 of received ballots,FYPA 2016-173,533,In Favour,91,Yes
778833,45 Herbert Ave,Appeal - Front Yard Parking,0,43,136,24,34,25% of ballots received by voters,17,136,0,2,2016-11-23,0,136,2019-11-24,2016-10-24,23,50% + 1 of received ballots,FYPA 2016-174,534,In Favour,156,Yes
778834,6 Hollis St,Appeal - Front Yard Parking,0,26,40,22,10,25% of ballots received by voters,0,40,0,4,2016-11-24,0,40,2019-11-25,2016-10-25,14,50% + 1 of received ballots,FYPA 2016-175,535,In Favour,49,Yes
778835,24 Belgravia Ave,Appeal - Front Yard Parking,0,42,121,32,30,25% of ballots received by voters,8,120,1,2,2016-11-24,0,121,2019-11-25,2016-10-25,22,50% + 1 of received ballots,FYPA 2016-176,536,In Favour,146,Yes
778836,45A Benlamond Ave,Appeal - Front Yard Parking,0,42,109,29,27,25% of ballots received by voters,7,108,1,6,2016-12-07,4,109,2019-12-08,2016-11-07,22,50% + 1 of received ballots,FYPA 2016-177,537,In Favour,130,Yes
778837,14 Somerville Ave,Appeal - Front Yard Parking,0,37,70,27,18,25% of ballots received by voters,5,70,0,5,2016-11-25,1,70,2019-11-26,2016-10-26,20,50% + 1 of received ballots,FYPA 2016-178,538,In Favour,85,Yes
778838,33 Livingstone Ave,Appeal - Front Yard Parking,0,47,130,27,32,25% of ballots received by voters,13,128,2,7,2016-11-26,0,130,2019-11-27,2016-10-27,25,50% + 1 of received ballots,FYPA 2016-179,539,In Favour,146,Yes
778839,485 Lauder Ave,Appeal - Front Yard Parking,0,50,130,32,32,25% of ballots received by voters,16,127,3,2,2016-11-26,0,130,2019-11-27,2016-10-27,26,50% + 1 of received ballots,FYPA 2016-181,541,In Favour,157,Yes
778840,8 Norway Ave,Appeal - Front Yard Parking,0,25,47,19,11,25% of ballots received by voters,1,44,3,5,2016-12-03,0,47,2019-12-04,2016-11-03,14,50% + 1 of received ballots,FYPA 2016-182,542,In Favour,56,Yes
778841,535 Queen St W,Boulevard Cafe,0,28,162,17,39,25% of ballots received by voters,4,156,6,7,2016-12-07,0,162,2018-12-08,2016-11-07,N/A,50% + 1 of received ballots,BCP 2016-183,543,Response Rate Not Met,169,No
778842,35 Waller Ave,Front Yard Parking,0,47,70,43,18,25% of ballots received by voters,1,69,1,3,2016-12-03,0,70,2019-12-04,2016-11-03,25,50% + 1 of received ballots,FYP 2016-184,544,In Favour,80,Yes
778843,,Permit Parking,0,5,31,2,7,25% of ballots received by voters,3,27,4,0,2016-12-03,0,31,2018-12-04,2016-11-03,N/A,50% + 1 of received ballots,PPP 2016-185,545,Response Rate Not Met,37,No
778844,575 Merton St,Front Yard Parking,0,57,105,41,26,25% of ballots received by voters,6,104,1,10,2016-12-08,1,105,2019-12-09,2016-11-08,30,50% + 1 of received ballots,FYP 2016-186,546,In Favour,129,Yes
778845,162 Hammersmith Ave,Appeal - Front Yard Parking,0,45,90,23,22,25% of ballots received by voters,20,85,5,2,2016-12-07,0,90,2019-12-08,2016-11-07,24,50% + 1 of received ballots,FYPA 2016-187,547,Opposed,103,Yes
778846,466 Castlefield Ave,Front Yard Parking,0,49,83,38,20,25% of ballots received by voters,0,79,4,11,2016-12-07,0,83,2019-12-08,2016-11-07,26,50% + 1 of received ballots,FYP 2016-188,548,In Favour,95,Yes
778847,132 Hopedale Ave,Front Yard Parking,0,33,59,29,15,25% of ballots received by voters,4,57,2,0,2016-12-10,0,59,2019-12-11,2016-11-10,18,50% + 1 of received ballots,FYP 2016-189,549,In Favour,67,Yes
778848,519 Soudan Ave,Front Yard Parking,0,39,82,31,21,25% of ballots received by voters,4,82,0,4,2016-12-09,0,82,2019-12-10,2016-11-09,21,50% + 1 of received ballots,FYP 2016-190,550,In Favour,93,Yes
778849,91 Ypres Rd,Front Yard Parking,0,26,83,25,20,25% of ballots received by voters,1,79,4,0,2016-12-08,0,83,2019-12-09,2016-11-08,14,50% + 1 of received ballots,FYP 2016-192,552,In Favour,104,Yes
778850,30 Atlas Ave,Front Yard Parking,0,27,53,26,10,25% of ballots received by voters,1,37,16,0,2016-12-09,0,53,2019-12-10,2016-11-09,15,50% + 1 of received ballots,FYP 2016-193,553,In Favour,62,Yes
778851,46 Vernon St,Appeal - Front Yard Parking,0,65,135,55,32,25% of ballots received by voters,5,126,9,5,2016-12-08,0,135,2019-12-09,2016-11-08,34,50% + 1 of received ballots,FYPA 2016-194,554,In Favour,168,Yes
778852,114 Beresford Ave,Appeal - Front Yard Parking,0,44,92,38,21,25% of ballots received by voters,0,83,9,6,2016-12-08,0,92,2019-12-09,2016-11-08,23,50% + 1 of received ballots,FYPA 2016-195,555,In Favour,134,Yes
778853,292 Glen Rd,Appeal - Front Yard Parking,0,47,70,45,18,25% of ballots received by voters,0,69,1,2,2016-12-09,0,70,2019-12-10,2016-11-09,25,50% + 1 of received ballots,FYPA 2016-196,556,In Favour,83,Yes
778854,91 Ashdale Ave,Appeal - Front Yard Parking,0,37,93,18,23,25% of ballots received by voters,12,90,3,7,2016-12-10,0,93,2019-12-11,2016-11-10,20,50% + 1 of received ballots,FYPA 2016-197,557,Opposed,110,Yes
778855,691 Mount Pleasant Rd,Commercial Boulevard Parking,0,23,64,11,15,25% of ballots received by voters,11,57,7,1,2016-12-14,0,64,2018-12-15,2016-11-14,13,50% + 1 of received ballots,CBP 2016-198,558,Opposed,81,Yes
778856,224 Evelyn Ave,Front Yard Parking,0,38,104,13,25,25% of ballots received by voters,23,100,4,2,2016-12-17,0,104,2019-12-18,2016-11-17,20,50% + 1 of received ballots,FYP 2016-199,559,Opposed,125,Yes
778857,299 Waverley Rd,Front Yard Parking,0,67,156,52,36,25% of ballots received by voters,10,141,15,5,2016-12-09,0,156,2019-12-10,2016-11-09,35,50% + 1 of received ballots,FYP 2016-200,560,In Favour,185,Yes
778858,27 Westover Hill Rd,Front Yard Parking,0,41,74,28,19,25% of ballots received by voters,6,74,0,7,2016-12-10,0,74,2019-12-11,2016-11-10,22,50% + 1 of received ballots,FYP 2016-201,561,In Favour,88,Yes
778859,28 Lessard Ave,Front Yard Parking,0,56,109,54,26,25% of ballots received by voters,0,101,8,2,2016-12-16,0,109,2019-12-17,2016-11-16,29,50% + 1 of received ballots,FYP 2016-202,562,In Favour,134,Yes
778860,1184 Bloor St W,Boulevard Cafe,0,20,99,13,25,25% of ballots received by voters,0,98,1,7,2016-12-17,0,99,2018-12-18,2016-11-17,N/A,50% + 1 of received ballots,BCP 2016-203,563,Response Rate Not Met,123,No
778861,450 Woburn Ave,Appeal - Front Yard Parking,0,47,78,41,20,25% of ballots received by voters,4,78,0,2,2016-12-16,1,78,2019-12-17,2016-11-16,25,50% + 1 of received ballots,FYPA 2016-204,564,In Favour,89,Yes
778862,452 Woburn Ave,Appeal - Front Yard Parking,0,48,83,42,21,25% of ballots received by voters,4,83,0,2,2016-12-17,1,83,2019-12-18,2016-11-17,25,50% + 1 of received ballots,FYPA 2016-205,565,In Favour,96,Yes
778863,2 Crosby Ave,Front Yard Parking,0,11,20,10,5,25% of ballots received by voters,0,20,0,1,2016-12-21,0,20,2019-12-22,2016-11-21,7,50% + 1 of received ballots,FYP 2016-206,566,In Favour,22,Yes
778864,42 Norway Ave,Front Yard Parking,0,32,47,29,10,25% of ballots received by voters,2,40,7,1,2016-12-24,2,47,2019-12-25,2016-11-24,17,50% + 1 of received ballots,FYP 2016-207,567,In Favour,92,Yes
778865,1 Astoria Ave,Front Yard Parking,0,26,42,26,11,25% of ballots received by voters,0,42,0,0,2016-12-24,0,42,2019-12-25,2016-11-24,14,50% + 1 of received ballots,FYP 2016-208,568,In Favour,49,Yes
778866,2620 Danforth Ave,Commercial Boulevard Parking,0,3,24,3,6,25% of ballots received by voters,0,24,0,0,2017-01-21,0,24,2019-01-22,2016-12-22,N/A,50% + 1 of received ballots,CBP 2016-209,569,Response Rate Not Met,40,No
778867,364 Atlas Ave,Front Yard Parking,0,36,97,35,23,25% of ballots received by voters,0,92,5,1,2016-12-23,0,97,2019-12-24,2016-11-23,19,50% + 1 of received ballots,FYP 2016-210,570,In Favour,167,Yes
778868,224 Lonsmount Dr,Front Yard Parking,0,7,19,7,5,25% of ballots received by voters,0,19,0,0,2016-12-30,0,19,2019-12-31,2016-11-30,5,50% + 1 of received ballots,FYP 2016-211,571,In Favour,21,Yes
778869,88 Guestville Ave,Front Yard Parking,0,32,38,31,10,25% of ballots received by voters,0,38,0,1,2016-12-23,0,38,2019-12-24,2016-11-23,17,50% + 1 of received ballots,FYP 2016-212,572,In Favour,152,Yes
778870,585 Windermere Ave,Front Yard Parking,0,63,102,55,25,25% of ballots received by voters,8,99,3,0,2016-12-24,0,102,2019-12-25,2016-11-24,33,50% + 1 of received ballots,FYP 2016-213,573,In Favour,119,Yes
778871,,Traffic Calming,0,30,55,19,28,50% + 1 of ballots received by voters,8,53,2,3,2017-01-04,0,55,2019-01-05,2016-12-05,18,60% of received ballots,TCP 2016-214,574,In Favour,57,Yes
778872,,Traffic Calming,0,70,163,41,74,50% + 1 of ballots received by voters,25,146,17,4,2017-01-05,0,163,2019-01-06,2016-12-06,N/A,60% of received ballots,TCP 2016-215,575,Response Rate Not Met,176,No
778873,215 Wanless Ave,Appeal - Front Yard Parking,0,33,42,31,11,25% of ballots received by voters,1,42,0,1,2017-01-07,0,42,2020-01-08,2016-12-08,18,50% + 1 of received ballots,FYPA 2016-216,576,In Favour,51,Yes
778874,54 Beresford Ave,Appeal - Front Yard Parking,0,25,97,20,24,25% of ballots received by voters,4,94,3,1,2017-01-11,0,97,2020-01-12,2016-12-12,14,50% + 1 of received ballots,FYPA 2016-217,577,In Favour,114,Yes
778875,7 Durie St,Appeal - Front Yard Parking,0,29,65,12,16,25% of ballots received by voters,17,61,4,0,2017-01-11,1,65,2020-01-12,2016-12-12,16,50% + 1 of received ballots,FYPA 2016-218,578,Opposed,73,Yes
778876,61 Forest Hill Rd,Appeal - Front Yard Parking,0,16,38,12,9,25% of ballots received by voters,4,36,2,0,2017-01-13,0,38,2020-01-14,2016-12-14,9,50% + 1 of received ballots,FYPA 2016-219,579,In Favour,38,Yes
778877,220 Roselawn Ave,Appeal - Front Yard Parking,0,32,66,30,16,25% of ballots received by voters,2,64,2,0,2017-01-21,7,66,2020-01-22,2016-12-22,17,50% + 1 of received ballots,FYPA 2016-220,580,In Favour,73,Yes
778878,76 Duggan Ave,Appeal - Front Yard Parking,0,54,96,50,23,25% of ballots received by voters,0,92,4,4,2017-01-18,1,96,2020-01-19,2016-12-19,28,50% + 1 of received ballots,FYPA 2016-221,581,In Favour,106,Yes
778879,88 Balmoral Ave,Appeal - Front Yard Parking,0,53,135,22,34,25% of ballots received by voters,27,135,0,4,2017-01-11,0,135,2020-01-12,2016-12-12,28,50% + 1 of received ballots,FYPA 2016-222,582,Opposed,151,Yes
778880,103 Roslin Ave,Appeal - Front Yard Parking,0,26,70,12,18,25% of ballots received by voters,9,69,1,5,2017-01-18,0,70,2020-01-19,2016-12-19,14,50% + 1 of received ballots,FYPA 2016-223,583,Opposed,80,Yes
778881,251 Oakwood Ave,Front Yard Parking,0,46,107,40,23,25% of ballots received by voters,1,90,17,5,2017-01-18,2,107,2020-01-19,2016-12-19,24,50% + 1 of received ballots,FYP 2016-224,584,In Favour,173,Yes
778882,425 Willard Ave,Front Yard Parking,0,41,65,41,16,25% of ballots received by voters,0,61,4,0,2017-01-19,0,65,2020-01-20,2016-12-20,22,50% + 1 of received ballots,FYP 2016-225,585,In Favour,80,Yes
778883,13 Chilton Rd,Front Yard Parking,0,28,39,24,9,25% of ballots received by voters,0,35,4,4,2017-01-19,0,39,2020-01-20,2016-12-20,15,50% + 1 of received ballots,FYP 2016-226,586,In Favour,40,Yes
778884,,Permit Parking,0,40,140,16,35,25% of ballots received by voters,17,139,1,7,2017-02-11,0,140,2019-02-12,2017-01-12,21,50% + 1 of received ballots,PPP 2016-227,587,Opposed,164,Yes
778885,97 Harbord St,Boulevard Cafe,0,25,92,15,23,25% of ballots received by voters,7,91,1,3,2017-03-11,0,92,2019-03-12,2017-02-09,14,50% + 1 of received ballots,BCP 2016-228,588,In Favour,107,Yes
778886,,Permit Parking,0,56,205,44,51,25% of ballots received by voters,8,203,2,4,2017-01-20,0,205,2019-01-21,2016-12-21,29,50% + 1 of received ballots,PPP 2016-229,589,In Favour,206,Yes
778887,,Permit Parking,0,10,22,7,5,25% of ballots received by voters,3,18,4,0,2017-02-08,0,22,2019-02-09,2017-01-09,6,50% + 1 of received ballots,PPP 2016-230,590,In Favour,23,Yes
778888,111 Auburn Ave,Front Yard Parking,0,34,76,29,19,25% of ballots received by voters,0,76,0,5,2017-01-20,0,76,2020-01-21,2016-12-21,18,50% + 1 of received ballots,FYP 2016-231,591,In Favour,94,Yes
778889,2256 Bloor St W,Boulevard Cafe,0,35,65,25,16,25% of ballots received by voters,10,64,1,0,2017-02-09,0,65,2019-02-10,2017-01-10,19,50% + 1 of received ballots,BCP 2016-232,592,In Favour,81,Yes
778890,493A Hopewell Ave,Front Yard Parking,0,16,54,13,13,25% of ballots received by voters,1,52,2,2,2017-02-10,0,54,2020-02-11,2017-01-11,9,50% + 1 of received ballots,FYP 2016-233,593,In Favour,76,Yes
778891,396 Old Orchard Grv,Front Yard Parking,0,27,60,25,14,25% of ballots received by voters,1,55,5,1,2017-02-10,0,60,2020-02-11,2017-01-11,15,50% + 1 of received ballots,FYP 2016-234,594,In Favour,83,Yes
778892,10 Thornhill Ave,Front Yard Parking,0,36,50,33,12,25% of ballots received by voters,2,47,3,1,2017-02-11,0,50,2020-02-12,2017-01-12,19,50% + 1 of received ballots,FYP 2016-235,595,In Favour,52,Yes
778893,281 Willow Ave (former Toronto),Front Yard Parking,0,45,133,36,33,25% of ballots received by voters,4,132,1,5,2017-02-10,0,133,2020-02-11,2017-01-11,24,50% + 1 of received ballots,FYP 2016-236,596,In Favour,151,Yes
778894,248 Glen Manor Dr W,Front Yard Parking,0,5,11,4,3,25% of ballots received by voters,0,11,0,1,2017-02-18,1,11,2020-02-19,2017-01-19,4,50% + 1 of received ballots,FYP 2016-237,597,In Favour,12,Yes
778895,23 Hollis St,Front Yard Parking,0,24,40,24,10,25% of ballots received by voters,0,40,0,0,2017-02-11,0,40,2020-02-12,2017-01-12,13,50% + 1 of received ballots,FYP 2016-238,598,In Favour,49,Yes
778896,,Permit Parking,0,26,61,12,15,25% of ballots received by voters,11,58,3,3,2017-02-16,0,61,2019-02-17,2017-01-17,14,50% + 1 of received ballots,PPP 2017-001,599,Opposed,67,Yes
778897,,Permit Parking,0,66,121,16,30,25% of ballots received by voters,47,119,2,3,2017-02-18,1,121,2019-02-19,2017-01-19,34,50% + 1 of received ballots,PPP 2017-002,600,Opposed,150,Yes
778898,64 Hounslow Heath Rd,Appeal - Front Yard Parking,0,34,107,31,26,25% of ballots received by voters,2,103,4,1,2017-03-02,0,107,2020-03-03,2017-01-31,18,50% + 1 of received ballots,FYPA 2017-003,601,In Favour,141,Yes
778899,9 Ravenal St,Front Yard Parking,0,56,97,54,24,25% of ballots received by voters,0,94,3,2,2017-02-24,0,97,2020-02-25,2017-01-25,29,50% + 1 of received ballots,FYP 2017-004,602,In Favour,110,Yes
778900,3 Sykes Ave,Front Yard Parking,0,13,41,13,9,25% of ballots received by voters,0,35,6,0,2017-02-23,0,41,2020-02-24,2017-01-24,8,50% + 1 of received ballots,FYP 2017-005,603,In Favour,52,Yes
778901,26 Melrose Ave,Front Yard Parking,0,35,74,34,17,25% of ballots received by voters,0,67,7,1,2017-02-25,0,74,2020-02-26,2017-01-26,19,50% + 1 of received ballots,FYP 2017-006,604,In Favour,93,Yes
778902,560 Willard Ave,Appeal - Front Yard Parking,0,20,37,4,10,25% of ballots received by voters,16,37,0,0,2017-02-25,0,37,2020-02-26,2017-01-26,11,50% + 1 of received ballots,FYPA 2017-007,605,Opposed,48,Yes
778903,40 Deforest Rd,Front Yard Parking,0,23,31,22,8,25% of ballots received by voters,1,31,0,0,2017-02-25,0,31,2020-02-26,2017-01-26,13,50% + 1 of received ballots,FYP 2017-008,606,In Favour,36,Yes
778904,,Permit Parking,0,15,21,6,5,25% of ballots received by voters,7,19,2,2,2017-03-03,0,21,2019-03-04,2017-02-01,9,50% + 1 of received ballots,PPP 2017-009,607,Opposed,26,Yes
778905,,Permit Parking,2,62,167,32,37,25% of ballots received by voters,25,150,17,3,2017-03-03,0,167,2019-03-04,2017-02-01,32,50% + 1 of received ballots,PPP 2017-010,608,In Favour,177,Yes
778906,,Permit Parking,0,34,57,8,14,25% of ballots received by voters,26,54,3,0,2017-03-02,2,57,2019-03-03,2017-01-31,18,50% + 1 of received ballots,PPP 2017-011,609,Opposed,65,Yes
778907,482 Armadale Ave,Front Yard Parking,0,52,111,35,28,25% of ballots received by voters,14,109,2,3,2017-03-09,0,111,2020-03-10,2017-02-07,27,50% + 1 of received ballots,FYP 2017-012,610,In Favour,130,Yes
